bill_id,visit_id,insureprov_id,owner_id,duedate,billamount,remainderdue
2627,2939,,,6/10/07,207.63,0
2628,2940,,,6/10/07,209,0
2629,2941,,,6/11/07,896.34,0
2630,2942,,,6/11/07,714.8,0
2631,2943,,,6/11/07,671.12,0
2632,2944,,,6/11/07,593.91,0
2633,2945,,,6/12/07,384.57,0
2634,2946,,,6/12/07,664.54,0
2635,2947,,,6/12/07,803.82,0
2636,2949,,,6/13/07,450.19,0
2637,2950,,,6/13/07,84.99,0
2638,2952,,,6/13/07,186.21,0
2639,2953,,,6/14/07,519.38,0
2640,2954,,,6/14/07,497.77,0
2641,2956,,,6/14/07,845.81,0
2642,2957,,,6/15/07,472.92,0
2643,2958,,,6/15/07,826.15,0
2644,2959,,,6/15/07,516.78,0
2645,2960,,,6/15/07,650.6,0
2646,2961,,,6/16/07,826.23,0
2647,2962,,,6/16/07,466.48,0
2648,2963,,,6/16/07,753.88,0
2649,2964,,,6/16/07,756.08,0
2650,2965,,,6/17/07,200.71,0
2651,2966,,,6/17/07,762.51,0
2652,2967,,,6/17/07,439.07,0
2653,2968,,,6/17/07,227.04,0
2654,2969,,,6/18/07,231.79,0
2655,2970,,,6/18/07,98.8,0
2656,2971,,,6/18/07,343.78,0
2657,2972,,,6/18/07,360.32,0
2658,2973,,,6/19/07,300.83,0
2659,2974,,,6/19/07,12.07,0
2660,2975,,,6/19/07,363.57,0
2661,2976,,,6/19/07,27.89,0
2662,2977,,,6/20/07,490.91,0
2663,2978,,,6/20/07,759.16,0
2664,2979,,,6/20/07,829.15,0
2665,2980,,,6/20/07,571.33,0
2666,2982,,,6/21/07,529.82,0
2667,2983,,,6/21/07,69.33,0
2668,2984,,,6/21/07,819.65,0
2669,2985,,,6/22/07,566.4,0
2670,2986,,,6/22/07,186.95,0
2671,2987,,,6/22/07,429.14,0
2672,2988,,,6/22/07,773.01,0
2673,2989,,,6/23/07,554.61,0
2674,2990,,,6/23/07,205.82,0
2675,2991,,,6/23/07,684.08,0
2676,2992,,,6/23/07,561.68,0
2677,2993,,,6/24/07,822.4,0
2678,2995,,,6/24/07,254.89,0
2679,2996,,,6/24/07,669.75,0
2680,2997,,,6/25/07,876.11,0
2681,2998,,,6/25/07,83.41,0
2682,2999,,,6/25/07,557.85,0
2683,3000,,,6/25/07,273.28,0
2684,3002,,,6/26/07,644.58,0
2685,3004,,,6/26/07,831.97,0
2686,3006,,,6/27/07,528.56,0
2687,3007,,,6/27/07,29.24,0
2688,3008,,,6/27/07,589.96,0
2689,3009,,,6/28/07,595.35,0
2690,3010,,,6/28/07,455.25,0
2691,3011,,,6/28/07,81.67,0
2692,3012,,,6/28/07,224.38,0
2693,3013,,,6/29/07,413.58,0
2694,3014,,,6/29/07,508.92,0
2695,3016,,,6/29/07,174.14,0
2696,3017,,,6/30/07,265.77,0
2697,3018,,,6/30/07,202.98,0
2698,3019,,,6/30/07,823.87,0
2699,3020,,,6/30/07,505.99,0
2700,3021,,,7/1/07,748.6,0
2701,3022,,,7/1/07,626.4,0
2702,3023,,,7/1/07,704.42,0
2703,3024,,,7/1/07,170.78,0
2704,3025,,,7/2/07,338.28,0
2705,3026,,,7/2/07,227.76,0
2706,3027,,,7/2/07,829.6,0
2707,3028,,,7/2/07,306.75,0
2708,3029,,,7/3/07,333.11,0
2709,3030,,,7/3/07,646,0
2710,3031,,,7/3/07,338.37,0
2711,3032,,,7/3/07,304.92,0
2712,3033,,,7/4/07,483.27,0
2713,3034,,,7/4/07,766.55,0
2714,3035,,,7/4/07,472.94,0
2715,3036,,,7/4/07,369.94,0
2716,3037,,,7/5/07,767.36,0
2717,3038,,,7/5/07,92.33,0
2718,3039,,,7/5/07,184.78,0
2719,3040,,,7/5/07,90.59,0
2720,3042,,,7/6/07,281.28,0
2721,3043,,,7/6/07,883.24,0
2722,3044,,,7/6/07,604,0
2723,3045,,,7/7/07,187.12,0
2724,3047,,,7/7/07,200.09,0
2725,3048,,,7/7/07,495.49,0
2726,3050,,,7/8/07,384.08,0
2727,3051,,,7/8/07,450.46,0
2728,3052,,,7/8/07,31.88,0
2729,3053,,,7/9/07,6,0
2730,3054,,,7/9/07,566.88,0
2731,3055,,,7/9/07,205.73,0
2732,3056,,,7/9/07,737.1,0
2733,3059,,,7/10/07,102.86,0
2734,3060,,,7/10/07,764.64,0
2735,3061,,,7/11/07,861.4,0
2736,3062,,,7/11/07,287.78,0
2737,3063,,,7/11/07,664.15,0
2738,3064,,,7/11/07,562.09,0
2739,3065,,,7/12/07,694.39,0
2740,3066,,,7/12/07,506.86,0
2741,3067,,,7/12/07,825.57,0
2742,3068,,,7/12/07,184.57,0
2743,3069,,,7/13/07,30.7,0
2744,3070,,,7/13/07,26.46,0
2745,3071,,,7/13/07,137.31,0
2746,3072,,,7/13/07,593.44,0
2747,3073,,,7/14/07,148.51,0
2748,3074,,,7/14/07,672.54,0
2749,3075,,,7/14/07,813.48,0
2750,3076,,,7/14/07,619.83,0
2751,3077,,,7/15/07,589.89,0
2752,3078,,,7/15/07,336.71,0
2753,3079,,,7/15/07,102.81,0
2754,3080,,,7/15/07,640.38,0
2755,3081,,,7/16/07,431.75,0
2756,3082,,,7/16/07,106.93,0
2757,3084,,,7/16/07,96.69,0
2758,3085,,,7/17/07,780.04,0
2759,3086,,,7/17/07,772.08,0
2760,3088,,,7/17/07,500.58,0
2761,3089,,,7/18/07,591.07,0
2762,3091,,,7/18/07,691.37,0
2763,3092,,,7/18/07,366.03,0
2764,3094,,,7/19/07,841.63,0
2765,3095,,,7/19/07,230.13,0
2766,3097,,,7/20/07,48.32,0
2767,3098,,,7/20/07,487.59,0
2768,3099,,,7/20/07,103.97,0
2769,3100,,,7/20/07,168.57,0
2770,3102,,,7/21/07,118.77,0
2771,3103,,,7/21/07,861.39,0
2772,3104,,,7/21/07,647.43,0
2773,3105,,,7/22/07,501.36,0
2774,3106,,,7/22/07,207.74,0
2775,3107,,,7/22/07,41.62,0
2776,3108,,,7/22/07,88.97,0
2777,3110,,,7/23/07,719.52,0
2778,3111,,,7/23/07,524.51,0
2779,3112,,,7/23/07,499.67,0
2780,3113,,,7/24/07,197.03,0
2781,3115,,,7/24/07,895.92,0
2782,3116,,,7/24/07,188.97,0
2783,3117,,,7/25/07,218.85,0
2784,3118,,,7/25/07,492.45,0
2785,3119,,,7/25/07,633.14,0
2786,3120,,,7/25/07,825.73,0
2787,3121,,,7/26/07,568.14,0
2788,3122,,,7/26/07,844.91,0
2789,3123,,,7/26/07,413.35,0
2790,3124,,,7/26/07,814.53,0
2791,3125,,,7/27/07,634.77,0
2792,3126,,,7/27/07,495.81,0
2793,3127,,,7/27/07,0.62,0
2794,3128,,,7/27/07,622.2,0
2795,3129,,,7/28/07,149.69,0
2796,3130,,,7/28/07,81.83,0
2797,3131,,,7/28/07,345.34,0
2798,3132,,,7/28/07,441.47,0
2799,3133,,,7/29/07,55.8,0
2800,3134,,,7/29/07,888.11,0
2801,3135,,,7/29/07,842.36,0
2802,3136,,,7/29/07,539.09,0
2803,3137,,,7/30/07,204.85,0
2804,3138,,,7/30/07,773.88,0
2805,3139,,,7/30/07,456.49,0
2806,3140,,,7/30/07,479.9,0
2807,3141,,,7/31/07,151.11,0
2808,3142,,,7/31/07,628.74,0
2809,3143,,,7/31/07,197.17,0
2810,3144,,,7/31/07,738.01,0
2811,3145,,,8/1/07,598.94,0
2812,3146,,,8/1/07,701.05,0
2813,3148,,,8/1/07,14.47,0
2814,3149,,,8/2/07,7.29,0
2815,3150,,,8/2/07,648.4,0
2816,3151,,,8/2/07,299.75,0
2817,3152,,,8/2/07,636.4,0
2818,3153,,,8/3/07,380.52,0
2819,3154,,,8/3/07,309.9,0
2820,3155,,,8/3/07,52.19,0
2821,3156,,,8/3/07,438.09,0
2822,3158,,,8/4/07,582.02,0
2823,3159,,,8/4/07,415.3,0
2824,3160,,,8/4/07,526.96,0
2825,3161,,,8/5/07,559.69,0
2826,3162,,,8/5/07,52.46,0
2827,3163,,,8/5/07,747.29,0
2828,3164,,,8/5/07,800.29,0
2829,3165,,,8/6/07,145.1,0
2830,3167,,,8/6/07,224.8,0
2831,3168,,,8/6/07,596.41,0
2832,3169,,,8/7/07,408.12,0
2833,3170,,,8/7/07,556.79,0
2834,3171,,,8/7/07,438.1,0
2835,3172,,,8/7/07,544.68,0
2836,3173,,,8/8/07,494.5,0
2837,3174,,,8/8/07,175.31,0
2838,3175,,,8/8/07,852.6,0
2839,3176,,,8/8/07,584.61,0
2840,3177,,,8/9/07,893.36,0
2841,3178,,,8/9/07,659.75,0
2842,3179,,,8/9/07,450.12,0
2843,3180,,,8/9/07,69.03,0
2844,3181,,,8/10/07,892,0
2845,3182,,,8/10/07,876.79,0
2846,3183,,,8/10/07,234.48,0
2847,3184,,,8/10/07,614.56,0
2848,3185,,,8/11/07,845.87,0
2849,3187,,,8/11/07,31.81,0
2850,3189,,,8/12/07,647.4,0
2851,3190,,,8/12/07,727.61,0
2852,3191,,,8/12/07,93.47,0
2853,3192,,,8/12/07,7.26,0
2854,3193,,,8/13/07,844.71,0
2855,3194,,,8/13/07,496.01,0
2856,3195,,,8/13/07,178.31,0
2857,3196,,,8/13/07,430.31,0
2858,3197,,,8/14/07,756.3,0
2859,3198,,,8/14/07,417.35,0
2860,3199,,,8/14/07,102.67,0
2861,3200,,,8/14/07,46.23,0
2862,3201,,,8/15/07,31.37,0
2863,3202,,,8/15/07,434.35,0
2864,3203,,,8/15/07,331.36,0
2865,3204,,,8/15/07,489.7,0
2866,3205,,,8/16/07,617.41,0
2867,3206,,,8/16/07,316.77,0
2868,3207,,,8/16/07,344.51,0
2869,3208,,,8/16/07,728.49,0
2870,3209,,,8/17/07,722.8,0
2871,3210,,,8/17/07,472.29,0
2872,3212,,,8/17/07,494.73,0
2873,3213,,,8/18/07,746.93,0
2874,3214,,,8/18/07,744.19,0
2875,3215,,,8/18/07,265.3,0
2876,3216,,,8/18/07,555.77,0
2877,3217,,,8/19/07,830.91,0
2878,3218,,,8/19/07,829.25,0
2879,3219,,,8/19/07,381.12,0
2880,3220,,,8/19/07,43.64,0
2881,3221,,,8/20/07,458.74,0
2882,3222,,,8/20/07,667.54,0
2883,3223,,,8/20/07,725.83,0
2884,3224,,,8/20/07,150.39,0
2885,3225,,,8/21/07,413.18,0
2886,3226,,,8/21/07,624.61,0
2887,3227,,,8/21/07,109.21,0
2888,3228,,,8/21/07,224.13,0
2889,3229,,,8/22/07,550.54,0
2890,3231,,,8/22/07,663.13,0
2891,3232,,,8/22/07,283.62,0
2892,3234,,,8/23/07,212.82,0
2893,3235,,,8/23/07,766.61,0
2894,3236,,,8/23/07,179.83,0
2895,3237,,,8/24/07,422.5,0
2896,3238,,,8/24/07,723.31,0
2897,3239,,,8/24/07,862.44,0
2898,3240,,,8/24/07,576.51,0
2899,3241,,,8/25/07,595.66,0
2900,3242,,,8/25/07,626.5,0
2901,3243,,,8/25/07,847.93,0
2902,3244,,,8/25/07,397.56,0
2903,3245,,,8/26/07,365.06,0
2904,3246,,,8/26/07,112.48,0
2905,3247,,,8/26/07,52.38,0
2906,3249,,,8/27/07,429.51,0
2907,3250,,,8/27/07,101.67,0
2908,3251,,,8/27/07,169.48,0
2909,3252,,,8/27/07,639.54,0
2910,3253,,,8/28/07,882.83,0
2911,3254,,,8/28/07,439.72,0
2912,3255,,,8/28/07,686.97,0
2913,3256,,,8/28/07,47.65,0
2914,3257,,,8/29/07,8.99,0
2915,3259,,,8/29/07,202.24,0
2916,3260,,,8/29/07,482.58,0
2917,3261,,,8/30/07,556.73,0
2918,3262,,,8/30/07,370.67,0
2919,3264,,,8/30/07,887.15,0
2920,3265,,,8/31/07,483.3,0
2921,3266,,,8/31/07,144.84,0
2922,3267,,,8/31/07,99.91,0
2923,3269,,,9/1/07,674.11,0
2924,3270,,,9/1/07,790.41,0
2925,3271,,,9/1/07,592.47,0
2926,3273,,,9/2/07,345.79,0
2927,3275,,,9/2/07,212.38,0
2928,3277,,,9/3/07,640.09,0
2929,3278,,,9/3/07,167.93,0
2930,3279,,,9/3/07,889.69,0
2931,3280,,,9/3/07,362.59,0
2932,3281,,,9/4/07,346.58,0
2933,3282,,,9/4/07,175.07,0
2934,3283,,,9/4/07,483.65,0
2935,3284,,,9/4/07,197.03,0
2936,3285,,,9/5/07,243.47,0
2937,3286,,,9/5/07,15.22,0
2938,3287,,,9/5/07,795.48,0
2939,3288,,,9/5/07,330.95,0
2940,3289,,,9/6/07,153.1,0
2941,3290,,,9/6/07,571.26,0
2942,3291,,,9/6/07,128.47,0
2943,3292,,,9/6/07,453.24,0
2944,3293,,,9/7/07,446.02,0
2945,3294,,,9/7/07,508,0
2946,3295,,,9/7/07,46.24,0
2947,3296,,,9/7/07,190.45,0
2948,3297,,,9/8/07,290.69,0
2949,3298,,,9/8/07,100.54,0
2950,3299,,,9/8/07,587.46,0
2951,3300,,,9/8/07,274.82,0
2952,3301,,,9/9/07,450.98,0
2953,3302,,,9/9/07,597.49,0
2954,3303,,,9/9/07,12.96,0
2955,3304,,,9/9/07,587.74,0
2956,3305,,,9/10/07,267.62,0
2957,3306,,,9/10/07,134.17,0
2958,3307,,,9/10/07,141.56,0
2959,3309,,,9/11/07,863.41,0
2960,3310,,,9/11/07,657.33,0
2961,3311,,,9/11/07,161.39,0
2962,3312,,,9/11/07,638.88,0
2963,3315,,,9/12/07,375.7,0
2964,3316,,,9/12/07,461.79,0
2965,3317,,,9/13/07,700.12,0
2966,3318,,,9/13/07,274.96,0
2967,3320,,,9/13/07,818.4,0
2968,3321,,,9/14/07,186.32,0
2969,3322,,,9/14/07,579.22,0
2970,3323,,,9/14/07,684.42,0
2971,3324,,,9/14/07,42.36,0
2972,3326,,,9/15/07,33.78,0
2973,3327,,,9/15/07,215.27,0
2974,3328,,,9/15/07,482.73,0
2975,3329,,,9/16/07,344.24,0
2976,3330,,,9/16/07,339.43,0
2977,3331,,,9/16/07,464.33,0
2978,3332,,,9/16/07,94.2,0
2979,3334,,,9/17/07,267.27,0
2980,3335,,,9/17/07,435.19,0
2981,3336,,,9/17/07,177.8,0
2982,3337,,,9/18/07,160.45,0
2983,3339,,,9/18/07,101.5,0
2984,3341,,,9/19/07,646.01,0
2985,3342,,,9/19/07,625.17,0
2986,3343,,,9/19/07,95.68,0
2987,3344,,,9/19/07,827.11,0
2988,3345,,,9/20/07,570.88,0
2989,3346,,,9/20/07,644.63,0
2990,3347,,,9/20/07,445.2,0
2991,3348,,,9/20/07,142.74,0
2992,3349,,,9/21/07,182.49,0
2993,3350,,,9/21/07,298.9,0
2994,3353,,,9/22/07,58,0
2995,3354,,,9/22/07,450.15,0
2996,3355,,,9/22/07,364.11,0
2997,3356,,,9/22/07,608.33,0
2998,3357,,,9/23/07,124.62,0
2999,3358,,,9/23/07,321.93,0
3000,3359,,,9/23/07,565.97,0
3001,3360,,,9/23/07,630.31,0
3002,3361,,,9/24/07,518.63,0
3003,3362,,,9/24/07,262.47,0
3004,3365,,,9/25/07,599.56,0
3005,3366,,,9/25/07,282.33,0
3006,3368,,,9/25/07,349.91,0
3007,3369,,,9/26/07,60.03,0
3008,3370,,,9/26/07,655.95,0
3009,3371,,,9/26/07,234.93,0
3010,3372,,,9/26/07,618.56,0
3011,3373,,,9/27/07,607.19,0
3012,3374,,,9/27/07,523.3,0
3013,3375,,,9/27/07,156.53,0
3014,3376,,,9/27/07,618.39,0
3015,3377,,,9/28/07,677.75,0
3016,3378,,,9/28/07,318.73,0
3017,3379,,,9/28/07,559.68,0
3018,3380,,,9/28/07,599.85,0
3019,3381,,,9/29/07,731.31,0
3020,3382,,,9/29/07,536.46,0
3021,3383,,,9/29/07,275.37,0
3022,3384,,,9/29/07,427.96,0
3023,3385,,,9/30/07,483.93,0
3024,3386,,,9/30/07,277.29,0
3025,3387,,,9/30/07,50.1,0
3026,3388,,,9/30/07,445.45,0
3027,3389,,,10/1/07,124.77,0
3028,3390,,,10/1/07,824.84,0
3029,3392,,,10/1/07,252.23,0
3030,3394,,,10/2/07,303.48,0
3031,3395,,,10/2/07,748.35,0
3032,3396,,,10/2/07,624.15,0
3033,3397,,,10/3/07,826.72,0
3034,3398,,,10/3/07,256.67,0
3035,3399,,,10/3/07,254.79,0
3036,3400,,,10/3/07,12.23,0
3037,3401,,,10/4/07,790.81,0
3038,3402,,,10/4/07,305.08,0
3039,3403,,,10/4/07,230.95,0
3040,3404,,,10/4/07,143.13,0
3041,3405,,,10/5/07,883.45,0
3042,3406,,,10/5/07,270.06,0
3043,3407,,,10/5/07,315.02,0
3044,3408,,,10/5/07,760.58,0
3045,3409,,,10/6/07,467.22,0
3046,3410,,,10/6/07,68.57,0
3047,3411,,,10/6/07,647.73,0
3048,3412,,,10/6/07,649.1,0
3049,3413,,,10/7/07,59.34,0
3050,3414,,,10/7/07,259.86,0
3051,3415,,,10/7/07,760.17,0
3052,3416,,,10/7/07,522.59,0
3053,3417,,,10/8/07,854.36,0
3054,3418,,,10/8/07,619.96,0
3055,3419,,,10/8/07,86.76,0
3056,3421,,,10/9/07,801.61,0
3057,3422,,,10/9/07,266.3,0
3058,3424,,,10/9/07,139.2,0
3059,3425,,,10/10/07,429.57,0
3060,3426,,,10/10/07,850.51,0
3061,3427,,,10/10/07,261.8,0
3062,3428,,,10/10/07,275.64,0
3063,3429,,,10/11/07,148.38,0
3064,3430,,,10/11/07,706.36,0
3065,3431,,,10/11/07,564.52,0
3066,3432,,,10/11/07,527.17,0
3067,3434,,,10/12/07,724.08,0
3068,3435,,,10/12/07,865.96,0
3069,3436,,,10/12/07,663.32,0
3070,3437,,,10/13/07,297.35,0
3071,3439,,,10/13/07,818.18,0
3072,3440,,,10/13/07,421.03,0
3073,3441,,,10/14/07,468.93,0
3074,3442,,,10/14/07,382.95,0
3075,3443,,,10/14/07,301.91,0
3076,3444,,,10/14/07,427.19,0
3077,3445,,,10/15/07,275.92,0
3078,3446,,,10/15/07,310.78,0
3079,3447,,,10/15/07,623.24,0
3080,3448,,,10/15/07,443.49,0
3081,3449,,,10/16/07,776.74,0
3082,3450,,,10/16/07,594.48,0
3083,3451,,,10/16/07,624.88,0
3084,3452,,,10/16/07,349.02,0
3085,3453,,,10/17/07,112.16,0
3086,3454,,,10/17/07,454.04,0
3087,3455,,,10/17/07,289.03,0
3088,3458,,,10/18/07,769.47,0
3089,3459,,,10/18/07,71.4,0
3090,3460,,,10/18/07,441.15,0
3091,3461,,,10/19/07,679.92,0
3092,3462,,,10/19/07,581.67,0
3093,3463,,,10/19/07,669.53,0
3094,3464,,,10/19/07,733.78,0
3095,3465,,,10/20/07,452.57,0
3096,3466,,,10/20/07,306.8,0
3097,3467,,,10/20/07,485.84,0
3098,3469,,,10/21/07,119.65,0
3099,3470,,,10/21/07,250.22,0
3100,3471,,,10/21/07,140.09,0
3101,3472,,,10/21/07,339.78,0
3102,3473,,,10/22/07,535.98,0
3103,3474,,,10/22/07,61.51,0
3104,3476,,,10/22/07,267.74,0
3105,3477,,,10/23/07,683.36,0
3106,3478,,,10/23/07,27.86,0
3107,3479,,,10/23/07,797.08,0
3108,3480,,,10/23/07,69.36,0
3109,3481,,,10/24/07,662.01,0
3110,3482,,,10/24/07,236,0
3111,3483,,,10/24/07,605.1,0
3112,3484,,,10/24/07,432.72,0
3113,3485,,,10/25/07,65.2,0
3114,3486,,,10/25/07,287.45,0
3115,3487,,,10/25/07,414.96,0
3116,3488,,,10/25/07,361.02,0
3117,3489,,,10/26/07,613.15,0
3118,3490,,,10/26/07,860.84,0
3119,3491,,,10/26/07,635.51,0
3120,3492,,,10/26/07,341.41,0
3121,3493,,,10/27/07,621.99,0
3122,3494,,,10/27/07,853.09,0
3123,3495,,,10/27/07,534.88,0
3124,3496,,,10/27/07,64.05,0
3125,3497,,,10/28/07,167.57,0
3126,3498,,,10/28/07,816.2,0
3127,3499,,,10/28/07,789.57,0
3128,3500,,,10/28/07,784.52,0
3129,3501,,,10/29/07,199.46,0
3130,3502,,,10/29/07,305.39,0
3131,3503,,,10/29/07,684.01,0
3132,3504,,,10/29/07,188.27,0
3133,3505,,,10/30/07,847.46,0
3134,3506,,,10/30/07,644.78,0
3135,3507,,,10/30/07,344.94,0
3136,3508,,,10/30/07,598.37,0
3137,3509,,,10/31/07,581.34,0
3138,3510,,,10/31/07,552.41,0
3139,3512,,,10/31/07,531.65,0
3140,3513,,,11/1/07,197.73,0
3141,3514,,,11/1/07,237.35,0
3142,3515,,,11/1/07,16.82,0
3143,3517,,,11/2/07,361.28,0
3144,3518,,,11/2/07,623.38,0
3145,3519,,,11/2/07,396.32,0
3146,3520,,,11/2/07,48.96,0
3147,3521,,,11/3/07,502.09,0
3148,3523,,,11/3/07,179.35,0
3149,3524,,,11/3/07,14.86,0
3150,3526,,,11/4/07,47.61,0
3151,3527,,,11/4/07,186.11,0
3152,3528,,,11/4/07,23.99,0
3153,3530,,,11/5/07,270.35,0
3154,3532,,,11/5/07,51.59,0
3155,3534,,,11/6/07,272.25,0
3156,3535,,,11/6/07,593.41,0
3157,3536,,,11/6/07,612.47,0
3158,3539,,,11/7/07,101.02,0
3159,3540,,,11/7/07,658.51,0
3160,3541,,,11/8/07,46.67,0
3161,3542,,,11/8/07,363.54,0
3162,3543,,,11/8/07,123.61,0
3163,3546,,,11/9/07,149.19,0
3164,3547,,,11/9/07,86.91,0
3165,3548,,,11/9/07,823.64,0
3166,3549,,,11/10/07,118.11,0
3167,3550,,,11/10/07,624.36,0
3168,3551,,,11/10/07,89.96,0
3169,3552,,,11/10/07,469.55,0
3170,3553,,,11/11/07,871.23,0
3171,3556,,,11/11/07,287.69,0
3172,3557,,,11/12/07,90.7,0
3173,3558,,,11/12/07,102.32,0
3174,3560,,,11/12/07,340.65,0
3175,3561,,,11/13/07,889.65,0
3176,3562,,,11/13/07,539.87,0
3177,3563,,,11/13/07,692.69,0
3178,3564,,,11/13/07,174.89,0
3179,3566,,,11/14/07,607.43,0
3180,3567,,,11/14/07,487.16,0
3181,3569,,,11/15/07,185.61,0
3182,3570,,,11/15/07,553.57,0
3183,3571,,,11/15/07,824.73,0
3184,3572,,,11/15/07,570.09,0
3185,3573,,,11/16/07,760.23,0
3186,3574,,,11/16/07,262.95,0
3187,3575,,,11/16/07,338.61,0
3188,3576,,,11/16/07,533.15,0
3189,3577,,,11/17/07,734.82,0
3190,3578,,,11/17/07,462.57,0
3191,3579,,,11/17/07,318.61,0
3192,3580,,,11/17/07,292.36,0
3193,3581,,,11/18/07,798.42,0
3194,3582,,,11/18/07,478.97,0
3195,3583,,,11/18/07,887.74,0
3196,3584,,,11/18/07,303.25,0
3197,3585,,,11/19/07,454.02,0
3198,3586,,,11/19/07,801.38,0
3199,3587,,,11/19/07,571.05,0
3200,3588,,,11/19/07,828.44,0
3201,3589,,,11/20/07,802.24,0
3202,3590,,,11/20/07,386.36,0
3203,3591,,,11/20/07,747.9,0
3204,3592,,,11/20/07,229.46,0
3205,3593,,,11/21/07,567.33,0
3206,3594,,,11/21/07,185.22,0
3207,3595,,,11/21/07,730.06,0
3208,3596,,,11/21/07,212.5,0
3209,3597,,,11/22/07,247.21,0
3210,3598,,,11/22/07,324.13,0
3211,3599,,,11/22/07,582.23,0
3212,3600,,,11/22/07,839.23,0
3213,3601,,,11/23/07,471.53,0
3214,3602,,,11/23/07,634.67,0
3215,3603,,,11/23/07,772.17,0
3216,3604,,,11/23/07,573.04,0
3217,3605,,,11/24/07,581.41,0
3218,3607,,,11/24/07,710.99,0
3219,3608,,,11/24/07,82.23,0
3220,3609,,,11/25/07,857.89,0
3221,3610,,,11/25/07,560.04,0
3222,3611,,,11/25/07,542.84,0
3223,3612,,,11/25/07,101.76,0
3224,3613,,,11/26/07,500.06,0
3225,3614,,,11/26/07,621.5,0
3226,3615,,,11/26/07,652.33,0
3227,3616,,,11/26/07,452.03,0
3228,3617,,,11/27/07,63.24,0
3229,3618,,,11/27/07,858.13,0
3230,3619,,,11/27/07,667.54,0
3231,3620,,,11/27/07,47.15,0
3232,3621,,,11/28/07,780.35,0
3233,3622,,,11/28/07,89.18,0
3234,3623,,,11/28/07,674.11,0
3235,3624,,,11/28/07,785.75,0
3236,3625,,,11/29/07,404.05,0
3237,3626,,,11/29/07,572.36,0
3238,3627,,,11/29/07,38.71,0
3239,3628,,,11/29/07,496.03,0
3240,3630,,,11/30/07,475.23,0
3241,3631,,,11/30/07,69.18,0
3242,3632,,,11/30/07,381.98,0
3243,3634,,,12/1/07,550.9,0
3244,3635,,,12/1/07,546.53,0
3245,3636,,,12/1/07,125.53,0
3246,3637,,,12/2/07,536.26,0
3247,3639,,,12/2/07,771.87,0
3248,3640,,,12/2/07,653.21,0
3249,3641,,,12/3/07,342.25,0
3250,3642,,,12/3/07,513.16,0
3251,3643,,,12/3/07,518.99,0
3252,3644,,,12/3/07,243.71,0
3253,3645,,,12/4/07,486.08,0
3254,3646,,,12/4/07,351.37,0
3255,3647,,,12/4/07,658.09,0
3256,3648,,,12/4/07,334.26,0
3257,3649,,,12/5/07,14.04,0
3258,3650,,,12/5/07,656.27,0
3259,3651,,,12/5/07,815.65,0
3260,3652,,,12/5/07,303.41,0
3261,3653,,,12/6/07,571.38,0
3262,3654,,,12/6/07,835.5,0
3263,3655,,,12/6/07,515.25,0
3264,3656,,,12/6/07,132.53,0
3265,3657,,,12/7/07,82.82,0
3266,3659,,,12/7/07,3.94,0
3267,3660,,,12/7/07,258.24,0
3268,3662,,,12/8/07,358.34,0
3269,3663,,,12/8/07,256.57,0
3270,3664,,,12/8/07,150.68,0
3271,3665,,,12/9/07,65.24,0
3272,3666,,,12/9/07,703.19,0
3273,3667,,,12/9/07,429.64,0
3274,3668,,,12/9/07,795.07,0
3275,3669,,,12/10/07,675.79,0
3276,3670,,,12/10/07,743.23,0
3277,3671,,,12/10/07,31.31,0
3278,3673,,,12/11/07,570.79,0
3279,3675,,,12/11/07,746.77,0
3280,3676,,,12/11/07,287.29,0
3281,3677,,,12/12/07,80.64,0
3282,3678,,,12/12/07,60.58,0
3283,3679,,,12/12/07,822.05,0
3284,3680,,,12/12/07,706.29,0
3285,3681,,,12/13/07,529.39,0
3286,3682,,,12/13/07,79.22,0
3287,3683,,,12/13/07,360.88,0
3288,3684,,,12/13/07,515.53,0
3289,3685,,,12/14/07,460.09,0
3290,3686,,,12/14/07,343.93,0
3291,3687,,,12/14/07,428.19,0
3292,3688,,,12/14/07,510.79,0
3293,3689,,,12/15/07,721,0
3294,3690,,,12/15/07,185.07,0
3295,3691,,,12/15/07,722.21,0
3296,3692,,,12/15/07,604.64,0
3297,3693,,,12/16/07,151.65,0
3298,3694,,,12/16/07,640.61,0
3299,3696,,,12/16/07,56.57,0
3300,3697,,,12/17/07,387.27,0
3301,3698,,,12/17/07,453.43,0
3302,3699,,,12/17/07,294.98,0
3303,3700,,,12/17/07,211.84,0
3304,3701,,,12/18/07,539.57,0
3305,3702,,,12/18/07,786.37,0
3306,3704,,,12/18/07,213.67,0
3307,3705,,,12/19/07,164.02,0
3308,3706,,,12/19/07,782.1,0
3309,3707,,,12/19/07,825.57,0
3310,3708,,,12/19/07,262.79,0
3311,3709,,,12/20/07,629.88,0
3312,3710,,,12/20/07,17.83,0
3313,3712,,,12/20/07,478.5,0
3314,3713,,,12/21/07,737.35,0
3315,3714,,,12/21/07,551.08,0
3316,3715,,,12/21/07,415.78,0
3317,3716,,,12/21/07,416.54,0
3318,3717,,,12/22/07,733.58,0
3319,3718,,,12/22/07,280.94,0
3320,3719,,,12/22/07,664.92,0
3321,3720,,,12/22/07,631.26,0
3322,3721,,,12/23/07,899.09,0
3323,3722,,,12/23/07,66.45,0
3324,3723,,,12/23/07,451,0
3325,3724,,,12/23/07,581.01,0
